180,00	8,97	269,33	269,24	359,91	0,09
0,00	0,00520
0,00	0,00520
0,00	0,00520
0,05	0,00520
0,05	0,00520
0,05	0,00520
0,09	0,00520
0,09	0,00520
0,14	0,00520
0,14	0,00520
0,14	0,00520
0,18	0,00510
0,18	0,00510
0,23	0,00520
0,23	0,00520
0,23	0,00520
0,27	0,00510
0,27	0,00510
0,27	0,00510
0,27	0,00510
0,32	0,00500
0,32	0,00500
0,32	0,00500
0,32	0,00500
0,36	0,00510
0,36	0,00510
0,36	0,00510
0,41	0,00520
0,41	0,00520
0,41	0,00520
0,45	0,00520
0,45	0,00520
0,45	0,00520
0,50	0,00530
0,50	0,00530
0,54	0,00520
0,54	0,00520
0,54	0,00520
0,59	0,00520
0,59	0,00520
0,59	0,00520
0,63	0,00520
0,63	0,00520
0,63	0,00520
0,63	0,00520
0,68	0,00510
0,68	0,00510
0,68	0,00510
0,72	0,00510
0,72	0,00510
0,72	0,00510
0,72	0,00510
0,76	0,00510
0,76	0,00510
0,81	0,00510
0,81	0,00510
0,81	0,00510
0,86	0,00510
0,86	0,00510
0,90	0,00510
0,90	0,00510
0,95	0,00510
0,95	0,00510
0,99	0,00510
0,99	0,00510
0,99	0,00510
1,04	0,00510
1,04	0,00510
1,04	0,00510
1,04	0,00510
1,08	0,00510
1,08	0,00510
1,08	0,00510
1,08	0,00510
1,13	0,00510
1,13	0,00510
1,13	0,00510
1,13	0,00510
1,17	0,00500
1,17	0,00500
1,17	0,00500
1,22	0,00510
1,22	0,00510
1,22	0,00510
1,26	0,00510
1,26	0,00510
1,31	0,00510
1,31	0,00510
1,31	0,00510
1,35	0,00510
1,35	0,00510
1,35	0,00510
1,40	0,00510
1,40	0,00510
1,40	0,00510
1,44	0,00510
1,44	0,00510
1,44	0,00510
1,49	0,00510
1,49	0,00510
1,49	0,00510
1,49	0,00510
1,53	0,00500
1,53	0,00500
1,53	0,00500
1,58	0,00500
1,58	0,00500
1,62	0,00490
1,62	0,00490
1,62	0,00490
1,67	0,00500
1,67	0,00500
1,71	0,00500
1,71	0,00500
1,71	0,00500
1,71	0,00500
1,76	0,00500
1,76	0,00500
1,76	0,00500
1,80	0,00500
1,80	0,00500
1,80	0,00500
1,80	0,00500
1,85	0,00500
1,85	0,00500
1,85	0,00500
1,89	0,00500
1,89	0,00500
1,89	0,00500
1,94	0,00510
1,94	0,00510
1,98	0,00510
1,98	0,00510
1,98	0,00510
2,03	0,00510
2,03	0,00510
2,07	0,00510
2,07	0,00510
2,07	0,00510
2,12	0,00500
2,12	0,00500
2,12	0,00500
2,16	0,00490
2,16	0,00490
2,16	0,00490
2,21	0,00500
2,21	0,00500
2,21	0,00500
2,25	0,00490
2,25	0,00490
2,25	0,00490
2,30	0,00500
2,30	0,00500
2,30	0,00500
2,34	0,00500
2,34	0,00500
2,39	0,00500
2,39	0,00500
2,43	0,00500
2,43	0,00500
2,43	0,00500
2,43	0,00500
2,48	0,00500
2,48	0,00500
2,52	0,00500
2,52	0,00500
2,52	0,00500
2,52	0,00500
2,57	0,00490
2,57	0,00490
2,57	0,00490
2,57	0,00490
2,61	0,00490
2,61	0,00490
2,61	0,00490
2,66	0,00490
2,66	0,00490
2,66	0,00490
2,70	0,00500
2,70	0,00500
2,75	0,00500
2,75	0,00500
2,79	0,00510
2,79	0,00510
2,79	0,00510
2,84	0,00510
2,84	0,00510
2,88	0,00510
2,88	0,00510
2,88	0,00510
2,88	0,00510
2,93	0,00500
2,93	0,00500
2,93	0,00500
2,97	0,00490
2,97	0,00490
2,97	0,00490
2,97	0,00490
3,01	0,00500
3,01	0,00500
3,01	0,00500
3,06	0,00490
3,06	0,00490
3,06	0,00490
3,11	0,00490
3,11	0,00490
3,15	0,00500
3,15	0,00500
3,15	0,00500
3,15	0,00500
3,20	0,00500
3,20	0,00500
3,24	0,00510
3,24	0,00510
3,24	0,00510
3,24	0,00510
3,29	0,00510
3,29	0,00510
3,29	0,00510
3,33	0,00510
3,33	0,00510
3,33	0,00510
3,38	0,00510
3,38	0,00510
3,38	0,00510
3,42	0,00500
3,42	0,00500
3,42	0,00500
3,47	0,00500
3,47	0,00500
3,51	0,00500
3,51	0,00500
3,51	0,00500
3,56	0,00500
3,56	0,00500
3,56	0,00500
3,60	0,00510
3,60	0,00510
3,60	0,00510
3,60	0,00510
3,65	0,00500
3,65	0,00500
3,65	0,00500
3,65	0,00500
3,69	0,00510
3,69	0,00510
3,69	0,00510
3,74	0,00500
3,74	0,00500
3,78	0,00500
3,78	0,00500
3,78	0,00500
3,83	0,00500
3,83	0,00500
3,83	0,00500
3,87	0,00490
3,87	0,00490
3,87	0,00490
3,92	0,00490
3,92	0,00490
3,92	0,00490
3,96	0,00490
3,96	0,00490
3,96	0,00490
3,96	0,00490
3,96	0,00490
4,01	0,00500
4,01	0,00500
4,01	0,00500
4,01	0,00500
4,05	0,00500
4,05	0,00500
4,05	0,00500
4,10	0,00500
4,10	0,00500
4,14	0,00510
4,14	0,00510
4,14	0,00510
4,19	0,00510
4,19	0,00510
4,23	0,00510
4,23	0,00510
4,28	0,00510
4,28	0,00510
4,28	0,00510
4,32	0,00500
4,32	0,00500
4,32	0,00500
4,32	0,00500
4,37	0,00500
4,37	0,00500
4,37	0,00500
4,41	0,00490
4,41	0,00490
4,41	0,00490
4,41	0,00490
4,46	0,00490
4,46	0,00490
4,46	0,00490
4,46	0,00490
4,50	0,00490
4,50	0,00490
4,55	0,00490
4,55	0,00490
4,59	0,00490
4,59	0,00490
4,59	0,00490
4,64	0,00500
4,64	0,00500
4,64	0,00500
4,68	0,00500
4,68	0,00500
4,68	0,00500
4,73	0,00500
4,73	0,00500
4,73	0,00500
4,73	0,00500
4,77	0,00500
4,77	0,00500
4,77	0,00500
4,82	0,00500
4,82	0,00500
4,82	0,00500
4,86	0,00500
